,title,relative_link,date,filename
390,يروجان الزطلة: بطاقتا إيداع بالسجن ضد عوني أمن في سوسة,https://essada.net/%d9%8a%d8%b1%d9%88%d8%ac%d8%a7%d9%86-%d8%a7%d9%84%d8%b2%d8%b7%d9%84%d8%a9-%d8%a8%d8%b7%d8%a7%d9%82%d8%aa%d8%a7-%d8%a5%d9%8a%d8%af%d8%a7%d8%b9-%d8%a8%d8%a7%d9%84%d8%b3%d8%ac%d9%86-%d8%b6%d8%af-%d8%b9.html,الخميس 18 صفر 1441ﻫ 17-10-2019م,essada.net__391.txt
391,النفيضة: ضبط سيارة على وجه الكراء بداخلها 5 كيلوغرام من “الزطلة”,https://essada.net/%d8%a7%d9%84%d9%86%d9%81%d9%8a%d8%b6%d8%a9-%d8%b6%d8%a8%d8%b7-%d8%b3%d9%8a%d8%a7%d8%b1%d8%a9-%d8%b9%d9%84%d9%89-%d9%88%d8%ac%d9%87-%d8%a7%d9%84%d9%83%d8%b1%d8%a7%d8%a1-%d8%a8%d8%af%d8%a7%d8%ae%d9%84.html,الخميس 18 صفر 1441ﻫ 17-10-2019م,essada.net__392.txt
392,الحمامات: تهديد سائح فرنسي بالذبح قبل سلبه وثائق هامة و بطاقات بنكية,https://essada.net/%d8%a7%d9%84%d8%ad%d9%85%d8%a7%d9%85%d8%a7%d8%aa-%d8%aa%d9%87%d8%af%d9%8a%d8%af-%d8%b3%d8%a7%d8%a6%d8%ad-%d9%81%d8%b1%d9%86%d8%b3%d9%8a-%d8%a8%d8%a7%d9%84%d8%b0%d8%a8%d8%ad-%d9%82%d8%a8%d9%84-%d8%b3.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__393.txt
393,حجز 200 ألف دينار بحوزة “عامل يومي”,https://essada.net/%d8%ad%d8%ac%d8%b2-200-%d8%a3%d9%84%d9%81-%d8%af%d9%8a%d9%86%d8%a7%d8%b1-%d8%a8%d8%ad%d9%88%d8%b2%d8%a9-%d8%b9%d8%a7%d9%85%d9%84-%d9%8a%d9%88%d9%85%d9%8a.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__394.txt
394,زغوان: إيقاف شخصين بتهمة سرقة محاصيل زيتون,https://essada.net/%d8%b2%d8%ba%d9%88%d8%a7%d9%86-%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d8%b4%d8%ae%d8%b5%d9%8a%d9%86-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d8%b3%d8%b1%d9%82%d8%a9-%d9%85%d8%ad%d8%a7%d8%b5%d9%8a%d9%84-%d8%b2%d9%8a.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__395.txt
395,القيروان: إيقاف سائق شاحنة حاول إرشاء أعوان دورية أمنية,https://essada.net/%d8%a7%d9%84%d9%82%d9%8a%d8%b1%d9%88%d8%a7%d9%86-%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d8%b3%d8%a7%d8%a6%d9%82-%d8%b4%d8%a7%d8%ad%d9%86%d8%a9-%d8%ad%d8%a7%d9%88%d9%84-%d8%a5%d8%b1%d8%b4%d8%a7%d8%a1-%d8%a3.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__396.txt
396,مساكن: إنتحار جزار بطعنات سكين,https://essada.net/%d9%85%d8%b3%d8%a7%d9%83%d9%86-%d8%a5%d9%86%d8%aa%d8%ad%d8%a7%d8%b1-%d8%ac%d8%b2%d8%a7%d8%b1-%d8%a8%d8%b7%d8%b9%d9%86%d8%a7%d8%aa-%d8%b3%d9%83%d9%8a%d9%86.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__397.txt
397,حجز أدوية مخدرة و مبالغ من العملة و بضائع مهربة مختلفة بقيمة تفوق 500 ألف دينار,https://essada.net/%d8%ad%d8%ac%d8%b2-%d8%a3%d8%af%d9%88%d9%8a%d8%a9-%d9%85%d8%ae%d8%af%d8%b1%d8%a9-%d9%88-%d9%85%d8%a8%d8%a7%d9%84%d8%ba-%d9%85%d9%86-%d8%a7%d9%84%d8%b9%d9%85%d9%84%d8%a9-%d9%88-%d8%a8%d8%b6%d8%a7%d8%a6.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__398.txt
398,أساتذة التعليم الثانوي بسيدي بوزيد في إضراب,https://essada.net/%d8%a3%d8%b3%d8%a7%d8%aa%d8%b0%d8%a9-%d8%a7%d9%84%d8%aa%d8%b9%d9%84%d9%8a%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%88%d9%8a-%d8%a8%d8%b3%d9%8a%d8%af%d9%8a-%d8%a8%d9%88%d8%b2%d9%8a%d8%af-%d9%81%d9%8a.html,الأربعاء 17 صفر 1441ﻫ 16-10-2019م,essada.net__399.txt
399,قرمبالية: غرق طفل أثناء السباحة في سدّ,https://essada.net/%d9%82%d8%b1%d9%85%d8%a8%d8%a7%d9%84%d9%8a%d8%a9-%d8%ba%d8%b1%d9%82-%d8%b7%d9%81%d9%84-%d8%a3%d8%ab%d9%86%d8%a7%d8%a1-%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d8%ad%d8%a9-%d9%81%d9%8a-%d8%b3%d8%af%d9%91.html,الثلاثاء 16 صفر 1441ﻫ 15-10-2019م,essada.net__400.txt
400,مدنين: من بينهم نساء و أطفال إحباط عملية إجتياز حدود بحرية,https://essada.net/%d9%85%d8%af%d9%86%d9%8a%d9%86-%d9%85%d9%86-%d8%a8%d9%8a%d9%86%d9%87%d9%85-%d9%86%d8%b3%d8%a7%d8%a1-%d9%88-%d8%a3%d8%b7%d9%81%d8%a7%d9%84-%d8%a5%d8%ad%d8%a8%d8%a7%d8%b7-%d8%b9%d9%85%d9%84%d9%8a%d8%a9.html,الثلاثاء 16 صفر 1441ﻫ 15-10-2019م,essada.net__401.txt
401,إغتصاب جماعي لإمرأة في غابة بالقيروان,https://essada.net/%d8%a5%d8%ba%d8%aa%d8%b5%d8%a7%d8%a8-%d8%ac%d9%85%d8%a7%d8%b9%d9%8a-%d9%84%d8%a5%d9%85%d8%b1%d8%a3%d8%a9-%d9%81%d9%8a-%d8%ba%d8%a7%d8%a8%d8%a9-%d8%a8%d8%a7%d9%84%d9%82%d9%8a%d8%b1%d9%88%d8%a7%d9%86.html,الثلاثاء 16 صفر 1441ﻫ 15-10-2019م,essada.net__402.txt
402,القيروان: أم تطلق على مولودها إسم “قيس سعيد”,https://essada.net/%d8%a7%d9%84%d9%82%d9%8a%d8%b1%d9%88%d8%a7%d9%86-%d8%a3%d9%85-%d8%aa%d8%b7%d9%84%d9%82-%d8%b9%d9%84%d9%89-%d9%85%d9%88%d9%84%d9%88%d8%af%d9%87%d8%a7-%d8%a5%d8%b3%d9%85-%d9%82%d9%8a%d8%b3-%d8%b3.html,الثلاثاء 16 صفر 1441ﻫ 15-10-2019م,essada.net__403.txt
403,القيروان: مجهولون يستولون على مبلغ 60 ألف دينار من منزل إمرأة بحي سيدي عيسى,https://essada.net/%d8%a7%d9%84%d9%82%d9%8a%d8%b1%d9%88%d8%a7%d9%86-%d9%85%d8%ac%d9%87%d9%88%d9%84%d9%88%d9%86-%d9%8a%d8%b3%d8%aa%d9%88%d9%84%d9%88%d9%86-%d8%b9%d9%84%d9%89-%d9%85%d8%a8%d9%84%d8%ba-60-%d8%a3%d9%84.html,الثلاثاء 16 صفر 1441ﻫ 15-10-2019م,essada.net__404.txt
404,الإطاحة بهذه المرأة الخطيرة..التفاصيل,https://essada.net/%d8%a7%d9%84%d8%a5%d8%b7%d8%a7%d8%ad%d8%a9-%d8%a8%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d9%85%d8%b1%d8%a3%d8%a9-%d8%a7%d9%84%d8%ae%d8%b7%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84-3.html,الأثنين 15 صفر 1441ﻫ 14-10-2019م,essada.net__405.txt
405,بنزرت: مقتل سائح فرنسي طعنا و إصابة جندي بجرزونة,https://essada.net/%d8%a8%d9%86%d8%b2%d8%b1%d8%aa-%d9%85%d9%82%d8%aa%d9%84-%d8%b3%d8%a7%d8%a6%d8%ad-%d9%81%d8%b1%d9%86%d8%b3%d9%8a-%d8%b7%d8%b9%d9%86%d8%a7-%d9%88-%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9-%d8%ac%d9%86%d8%af%d9%8a.html,الأثنين 15 صفر 1441ﻫ 14-10-2019م,essada.net__406.txt
406,قفصة: العثور على شابّ مشنوقًا في إحدى الضيعات,https://essada.net/%d9%82%d9%81%d8%b5%d8%a9-%d8%a7%d9%84%d8%b9%d8%ab%d9%88%d8%b1-%d8%b9%d9%84%d9%89-%d8%b4%d8%a7%d8%a8%d9%91-%d9%85%d8%b4%d9%86%d9%88%d9%82%d9%8b%d8%a7-%d9%81%d9%8a-%d8%a5%d8%ad%d8%af%d9%89-%d8%a7%d9%84.html,الأحد 14 صفر 1441ﻫ 13-10-2019م,essada.net__407.txt
407,سوسة: جريمة قتل في “حومة الڨاز”,https://essada.net/%d8%b3%d9%88%d8%b3%d8%a9-%d8%ac%d8%b1%d9%8a%d9%85%d8%a9-%d9%82%d8%aa%d9%84-%d9%81%d9%8a-%d8%ad%d9%88%d9%85%d8%a9-%d8%a7%d9%84%da%a8%d8%a7%d8%b2.html,الأحد 14 صفر 1441ﻫ 13-10-2019م,essada.net__408.txt
408,القلعة الكبرى: طلق ناري من سلاح جندي على وجه الخطأ بمحيط مركز إقتراع,https://essada.net/%d8%a7%d9%84%d9%82%d9%84%d8%b9%d8%a9-%d8%a7%d9%84%d9%83%d8%a8%d8%b1%d9%89-%d8%b7%d9%84%d9%82-%d9%86%d8%a7%d8%b1%d9%8a-%d9%85%d9%86-%d8%b3%d9%84%d8%a7%d8%ad-%d8%ac%d9%86%d8%af%d9%8a-%d8%b9%d9%84%d9%89.html,الأحد 14 صفر 1441ﻫ 13-10-2019م,essada.net__409.txt
409,بسبب إنحيازه لأحد المترشحين تم إعفاء رئيس مركز إقتراع بتوزر,https://essada.net/%d8%a8%d8%b3%d8%a8%d8%a8-%d8%a5%d9%86%d8%ad%d9%8a%d8%a7%d8%b2%d9%87-%d9%84%d8%a3%d8%ad%d8%af-%d8%a7%d9%84%d9%85%d8%aa%d8%b1%d8%b4%d8%ad%d9%8a%d9%86-%d8%aa%d9%85-%d8%a5%d8%b9%d9%81%d8%a7%d8%a1-%d8%b1.html,الأحد 14 صفر 1441ﻫ 13-10-2019م,essada.net__410.txt
410,القصرين: القبض على مفتش عنه من أجل القتل العمد,https://essada.net/%d8%a7%d9%84%d9%82%d8%b5%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d9%82%d8%a8%d8%b6-%d8%b9%d9%84%d9%89-%d9%85%d9%81%d8%aa%d8%b4-%d8%b9%d9%86%d9%87-%d9%85%d9%86-%d8%a3%d8%ac%d9%84-%d8%a7%d9%84%d9%82%d8%aa%d9%84.html,السبت 13 صفر 1441ﻫ 12-10-2019م,essada.net__411.txt
411,القصرين: ضبط أطنانٍ من البطاطا دون فواتير,https://essada.net/%d8%a7%d9%84%d9%82%d8%b5%d8%b1%d9%8a%d9%86-%d8%b6%d8%a8%d8%b7-%d8%a3%d8%b7%d9%86%d8%a7%d9%86%d9%8d-%d9%85%d9%86-%d8%a7%d9%84%d8%a8%d8%b7%d8%a7%d8%b7%d8%a7-%d8%af%d9%88%d9%86-%d9%81%d9%88%d8%a7%d8%aa.html,السبت 13 صفر 1441ﻫ 12-10-2019م,essada.net__412.txt
412,الداخلية: ثمانية وحدات عائمة طاردت زورق صيد يقل حوالي 110 شخصا بصدد الإبحار خلسة,https://essada.net/%d8%a7%d9%84%d8%af%d8%a7%d8%ae%d9%84%d9%8a%d8%a9-%d8%ab%d9%85%d8%a7%d9%86%d9%8a%d8%a9-%d9%88%d8%ad%d8%af%d8%a7%d8%aa-%d8%b9%d8%a7%d8%a6%d9%85%d8%a9-%d8%b7%d8%a7%d8%b1%d8%af%d8%aa-%d8%b2%d9%88%d8%b1.html,السبت 13 صفر 1441ﻫ 12-10-2019م,essada.net__413.txt
413,جندوبة: بسبب ”كانون” إحتراق منزل بالكامل,https://essada.net/%d8%ac%d9%86%d8%af%d9%88%d8%a8%d8%a9-%d8%a8%d8%b3%d8%a8%d8%a8-%d9%83%d8%a7%d9%86%d9%88%d9%86-%d8%a5%d8%ad%d8%aa%d8%b1%d8%a7%d9%82-%d9%85%d9%86%d8%b2%d9%84-%d8%a8%d8%a7%d9%84%d9%83%d8%a7%d9%85.html,الجمعة 12 صفر 1441ﻫ 11-10-2019م,essada.net__414.txt
414,سوسة: إيقاف قاصر بتهمة إهانة عون أمن,https://essada.net/%d8%b3%d9%88%d8%b3%d8%a9-%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d9%82%d8%a7%d8%b5%d8%b1-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d8%a5%d9%87%d8%a7%d9%86%d8%a9-%d8%b9%d9%88%d9%86-%d8%a3%d9%85%d9%86.html,الجمعة 12 صفر 1441ﻫ 11-10-2019م,essada.net__415.txt
415,الإحتفاظ بتلميذ على خلفية شجار جد أمام معهد المنجي سليم بساقية الزيت,https://essada.net/%d8%a7%d9%84%d8%a5%d8%ad%d8%aa%d9%81%d8%a7%d8%b8-%d8%a8%d8%aa%d9%84%d9%85%d9%8a%d8%b0-%d8%b9%d9%84%d9%89-%d8%ae%d9%84%d9%81%d9%8a%d8%a9-%d8%b4%d8%ac%d8%a7%d8%b1-%d8%ac%d8%af-%d8%a3%d9%85%d8%a7%d9%85.html,الجمعة 12 صفر 1441ﻫ 11-10-2019م,essada.net__416.txt
416,المهدية: قاضي التحقيق يعتدي لفظيا و بدنيا على مسنة داخل فضاء المحكمة,https://essada.net/%d8%a7%d9%84%d9%85%d9%87%d8%af%d9%8a%d8%a9-%d9%82%d8%a7%d8%b6%d9%8a-%d8%a7%d9%84%d8%aa%d8%ad%d9%82%d9%8a%d9%82-%d9%8a%d8%b9%d8%aa%d8%af%d9%8a-%d9%84%d9%81%d8%b8%d9%8a%d8%a7-%d9%88-%d8%a8%d8%af%d9%86.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__417.txt
417,إيداع رئيس جمعية كرة قدم السجن بالقصرين,https://essada.net/%d8%a5%d9%8a%d8%af%d8%a7%d8%b9-%d8%b1%d8%a6%d9%8a%d8%b3-%d8%ac%d9%85%d8%b9%d9%8a%d8%a9-%d9%83%d8%b1%d8%a9-%d9%82%d8%af%d9%85-%d8%a7%d9%84%d8%b3%d8%ac%d9%86-%d8%a8%d8%a7%d9%84%d9%82%d8%b5%d8%b1%d9%8a.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__418.txt
418,فسفاط قفصة: مقدّرة بنحو 800 مليون دينار ضبط رزنامة لخلاص ديون الشركة المتخلّدة لفائدتها لدى حرفائها,https://essada.net/%d9%81%d8%b3%d9%81%d8%a7%d8%b7-%d9%82%d9%81%d8%b5%d8%a9-%d9%85%d9%82%d8%af%d9%91%d8%b1%d8%a9-%d8%a8%d9%86%d8%ad%d9%88-800-%d9%85%d9%84%d9%8a%d9%88%d9%86-%d8%af%d9%8a%d9%86%d8%a7%d8%b1-%d8%b6%d8%a8.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__419.txt
419,سيدي بوزيد: ضبط شخص بصدد تفكيك و إخفاء شاحنات مسروقة في ضيعة فلاحية,https://essada.net/%d8%b3%d9%8a%d8%af%d9%8a-%d8%a8%d9%88%d8%b2%d9%8a%d8%af-%d8%b6%d8%a8%d8%b7-%d8%b4%d8%ae%d8%b5-%d8%a8%d8%b5%d8%af%d8%af-%d8%aa%d9%81%d9%83%d9%8a%d9%83-%d9%88-%d8%a5%d8%ae%d9%81%d8%a7%d8%a1-%d8%b4.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__420.txt
420,المنستير: إيقاف 33 شخصا مفتش عنهم خلال حملة أمنية واسعة النطاق,https://essada.net/%d8%a7%d9%84%d9%85%d9%86%d8%b3%d8%aa%d9%8a%d8%b1-%d8%a5%d9%8a%d9%82%d8%a7%d9%81-33-%d8%b4%d8%ae%d8%b5%d8%a7-%d9%85%d9%81%d8%aa%d8%b4-%d8%b9%d9%86%d9%87%d9%85-%d8%ae%d9%84%d8%a7%d9%84-%d8%ad%d9%85.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__421.txt
421,سيدي بوزيد: تلاميذ يحتجون للمطالبة بنقل مدرسي,https://essada.net/%d8%b3%d9%8a%d8%af%d9%8a-%d8%a8%d9%88%d8%b2%d9%8a%d8%af-%d8%aa%d9%84%d8%a7%d9%85%d9%8a%d8%b0-%d9%8a%d8%ad%d8%aa%d8%ac%d9%88%d9%86-%d9%84%d9%84%d9%85%d8%b7%d8%a7%d9%84%d8%a8%d8%a9-%d8%a8%d9%86%d9%82.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__422.txt
422,القيروان: حجز 4380 لترا من الزيت المدعم,https://essada.net/%d8%a7%d9%84%d9%82%d9%8a%d8%b1%d9%88%d8%a7%d9%86-%d8%ad%d8%ac%d8%b2-4380-%d9%84%d8%aa%d8%b1%d8%a7-%d9%85%d9%86-%d8%a7%d9%84%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d9%85%d8%af%d8%b9%d9%85.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__423.txt
423,صفاقس: أعوان البلديات يدخلون في إضراب بيومين,https://essada.net/%d8%b5%d9%81%d8%a7%d9%82%d8%b3-%d8%a3%d8%b9%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d8%a8%d9%84%d8%af%d9%8a%d8%a7%d8%aa-%d9%8a%d8%af%d8%ae%d9%84%d9%88%d9%86-%d9%81%d9%8a-%d8%a5%d8%b6%d8%b1%d8%a7%d8%a8-%d8%a8.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__424.txt
424,عقارب: محكمة الناحية تقضي بالتوقف الفوري عن إستعمال مصب “القنة” لتجميع الفضلات,https://essada.net/%d8%b9%d9%82%d8%a7%d8%b1%d8%a8-%d9%85%d8%ad%d9%83%d9%85%d8%a9-%d8%a7%d9%84%d9%86%d8%a7%d8%ad%d9%8a%d8%a9-%d8%aa%d9%82%d8%b6%d9%8a-%d8%a8%d8%a7%d9%84%d8%aa%d9%88%d9%82%d9%81-%d8%a7%d9%84%d9%81%d9%88.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__425.txt
425,سيدي بوزيد: إصابة زوجيْن في حادث مرور بالمكناسي,https://essada.net/%d8%b3%d9%8a%d8%af%d9%8a-%d8%a8%d9%88%d8%b2%d9%8a%d8%af-%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9-%d8%b2%d9%88%d8%ac%d9%8a%d9%92%d9%86-%d9%81%d9%8a-%d8%ad%d8%a7%d8%af%d8%ab-%d9%85%d8%b1%d9%88%d8%b1-%d8%a8%d8%a7.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__426.txt
426,الكاف: يقتل زوجته و يوهم أعوان الأمن أن شقيقها هو من قتلها,https://essada.net/%d8%a7%d9%84%d9%83%d8%a7%d9%81-%d9%8a%d9%82%d8%aa%d9%84-%d8%b2%d9%88%d8%ac%d8%aa%d9%87-%d9%88-%d9%8a%d9%88%d9%87%d9%85-%d8%a3%d8%b9%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d8%a3%d9%85%d9%86-%d8%a3%d9%86.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__427.txt
427,رجة أرضية بمدينة دقاش,https://essada.net/%d8%b1%d8%ac%d8%a9-%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-%d8%a8%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%af%d9%82%d8%a7%d8%b4.html,الخميس 11 صفر 1441ﻫ 10-10-2019م,essada.net__428.txt
428,صفاقس: أمطار غزيرة إستبشر بها الفلاحون و جدّدت معاناة المواطنين,https://essada.net/%d8%b5%d9%81%d8%a7%d9%82%d8%b3-%d8%a3%d9%85%d8%b7%d8%a7%d8%b1-%d8%ba%d8%b2%d9%8a%d8%b1%d8%a9-%d8%a5%d8%b3%d8%aa%d8%a8%d8%b4%d8%b1-%d8%a8%d9%87%d8%a7-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%88%d9%86.html,الأربعاء 10 صفر 1441ﻫ 9-10-2019م,essada.net__429.txt
429,جندوبة: غلق الطريق الوطنية عدد 17 للمطالبة بتحسين البنية التحتية,https://essada.net/%d8%ac%d9%86%d8%af%d9%88%d8%a8%d8%a9-%d8%ba%d9%84%d9%82-%d8%a7%d9%84%d8%b7%d8%b1%d9%8a%d9%82-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a%d8%a9-%d8%b9%d8%af%d8%af-17-%d9%84%d9%84%d9%85%d8%b7%d8%a7%d9%84.html,الأربعاء 10 صفر 1441ﻫ 9-10-2019م,essada.net__430.txt
430,شبكة طبية تتعامل مع أجانب في تهريب الأقراص المخدرة..التفاصيل,https://essada.net/%d8%b4%d8%a8%d9%83%d8%a9-%d8%b7%d8%a8%d9%8a%d8%a9-%d8%aa%d8%aa%d8%b9%d8%a7%d9%85%d9%84-%d9%85%d8%b9-%d8%a3%d8%ac%d8%a7%d9%86%d8%a8-%d9%81%d9%8a-%d8%aa%d9%87%d8%b1%d9%8a%d8%a8-%d8%a7%d9%84%d8%a3%d9%82.html,الثلاثاء 9 صفر 1441ﻫ 8-10-2019م,essada.net__431.txt
431,براكاج مروع لشاب في سليانة..التفاصيل,https://essada.net/%d8%a8%d8%b1%d8%a7%d9%83%d8%a7%d8%ac-%d9%85%d8%b1%d9%88%d8%b9-%d9%84%d8%b4%d8%a7%d8%a8-%d9%81%d9%8a-%d8%b3%d9%84%d9%8a%d8%a7%d9%86%d8%a9-%d8%a7%d9%84%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84.html,الثلاثاء 9 صفر 1441ﻫ 8-10-2019م,essada.net__432.txt
432,تواصل تعطل الرحلات البحرية بين صفاقس و قرقنة,https://essada.net/%d8%aa%d9%88%d8%a7%d8%b5%d9%84-%d8%aa%d8%b9%d8%b7%d9%84-%d8%a7%d9%84%d8%b1%d8%ad%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d9%8a%d8%a9-%d8%a8%d9%8a%d9%86-%d8%b5%d9%81%d8%a7%d9%82%d8%b3-%d9%88.html,الثلاثاء 9 صفر 1441ﻫ 8-10-2019م,essada.net__433.txt
433,المهدية: فيديو صادم لمُعلّمة تصفع و تركل تلميذا,https://essada.net/%d8%a7%d9%84%d9%85%d9%87%d8%af%d9%8a%d8%a9-%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d8%b5%d8%a7%d8%af%d9%85-%d9%84%d9%85%d9%8f%d8%b9%d9%84%d9%91%d9%85%d8%a9-%d8%aa%d8%b5%d9%81%d8%b9-%d9%88-%d8%aa%d8%b1%d9%83.html,الثلاثاء 9 صفر 1441ﻫ 8-10-2019م,essada.net__434.txt
434,سوسة: مركز إقتراع حي السعادة يتعرّض للرشق بالحجارة,https://essada.net/%d8%b3%d9%88%d8%b3%d8%a9-%d9%85%d8%b1%d9%83%d8%b2-%d8%a5%d9%82%d8%aa%d8%b1%d8%a7%d8%b9-%d8%ad%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d8%a7%d8%af%d8%a9-%d9%8a%d8%aa%d8%b9%d8%b1%d9%91%d8%b6-%d9%84%d9%84%d8%b1.html,الأحد 7 صفر 1441ﻫ 6-10-2019م,essada.net__435.txt
435,صفاقس: إطلاق نار عن طريق الخطأ قرب مركز إنتخابي,https://essada.net/%d8%b5%d9%81%d8%a7%d9%82%d8%b3-%d8%a5%d8%b7%d9%84%d8%a7%d9%82-%d9%86%d8%a7%d8%b1-%d8%b9%d9%86-%d8%b7%d8%b1%d9%8a%d9%82-%d8%a7%d9%84%d8%ae%d8%b7%d8%a3-%d9%82%d8%b1%d8%a8-%d9%85%d8%b1%d9%83%d8%b2.html,الأحد 7 صفر 1441ﻫ 6-10-2019م,essada.net__436.txt
436,سوسة: رصدته يوزع أموالا فهشّم زجاج سيارتها,https://essada.net/%d8%b3%d9%88%d8%b3%d8%a9-%d8%b1%d8%b5%d8%af%d8%aa%d9%87-%d9%8a%d9%88%d8%b2%d8%b9-%d8%a3%d9%85%d9%88%d8%a7%d9%84%d8%a7-%d9%81%d9%87%d8%b4%d9%91%d9%85-%d8%b2%d8%ac%d8%a7%d8%ac-%d8%b3%d9%8a%d8%a7%d8%b1.html,الأحد 7 صفر 1441ﻫ 6-10-2019م,essada.net__437.txt
437,توزر: معركة تنتهي بطعن شاب ثم إقتحام المستشفى لقتل الجاني,https://essada.net/%d8%aa%d9%88%d8%b2%d8%b1-%d9%85%d8%b9%d8%b1%d9%83%d8%a9-%d8%aa%d9%86%d8%aa%d9%87%d9%8a-%d8%a8%d8%b7%d8%b9%d9%86-%d8%b4%d8%a7%d8%a8-%d8%ab%d9%85-%d8%a5%d9%82%d8%aa%d8%ad%d8%a7%d9%85-%d8%a7%d9%84%d9%85.html,السبت 6 صفر 1441ﻫ 5-10-2019م,essada.net__438.txt
438,صفاقس: إيقاف معلم بتهمة الإعتداء الجنسي على تلاميذه,https://essada.net/%d8%b5%d9%81%d8%a7%d9%82%d8%b3-%d8%a5%d9%8a%d9%82%d8%a7%d9%81-%d9%85%d8%b9%d9%84%d9%85-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d8%a7%d9%84%d8%a5%d8%b9%d8%aa%d8%af%d8%a7%d8%a1-%d8%a7%d9%84%d8%ac%d9%86%d8%b3.html,السبت 6 صفر 1441ﻫ 5-10-2019م,essada.net__439.txt
439,بنزرت: السجن لمحام متقاعد بتهمة محاولة القتل العمد,https://essada.net/%d8%a8%d9%86%d8%b2%d8%b1%d8%aa-%d8%a7%d9%84%d8%b3%d8%ac%d9%86-%d9%84%d9%85%d8%ad%d8%a7%d9%85-%d9%85%d8%aa%d9%82%d8%a7%d8%b9%d8%af-%d8%a8%d8%aa%d9%87%d9%85%d8%a9-%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a9.html,الجمعة 5 صفر 1441ﻫ 4-10-2019م,essada.net__440.txt
440,راس الجبل: القبض على راعي أغنام حاول تحويل وجهة فتاة,https://essada.net/%d8%b1%d8%a7%d8%b3-%d8%a7%d9%84%d8%ac%d8%a8%d9%84-%d8%a7%d9%84%d9%82%d8%a8%d8%b6-%d8%b9%d9%84%d9%89-%d8%b1%d8%a7%d8%b9%d9%8a-%d8%a3%d8%ba%d9%86%d8%a7%d9%85-%d8%ad%d8%a7%d9%88%d9%84-%d8%aa%d8%ad%d9%88.html,الجمعة 5 صفر 1441ﻫ 4-10-2019م,essada.net__441.txt
441,طبربة: الإحتفاظ بشخصٍ حُجِز لديه أقراص مخدّرة من مختلف الأنواع,https://essada.net/%d8%b7%d8%a8%d8%b1%d8%a8%d8%a9-%d8%a7%d9%84%d8%a5%d8%ad%d8%aa%d9%81%d8%a7%d8%b8-%d8%a8%d8%b4%d8%ae%d8%b5%d9%8d-%d8%ad%d9%8f%d8%ac%d9%90%d8%b2-%d9%84%d8%af%d9%8a%d9%87-%d8%a3%d9%82%d8%b1%d8%a7%d8%b5.html,الجمعة 5 صفر 1441ﻫ 4-10-2019م,essada.net__442.txt
